T06,"Enrolment in primary, secondary and tertiary education levels",,,,,
Region/Country/Area,,Year,Series,Value,Footnotes,Source
308,Grenada,2010,Students enrolled in primary education (thousands),13.6630,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
308,Grenada,2010,Gross enrollment ratio - Primary (male),119.0851,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
308,Grenada,2010,Gross enrollment ratio - Primary (female),113.8788,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
308,Grenada,2010,Students enrolled in secondary education (thousands),11.5000,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
308,Grenada,2010,Gross enrollment ratio - Secondary (male),114.8855,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
308,Grenada,2010,Gross enrollment ratio - Secondary (female),118.6090,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
308,Grenada,2014,Students enrolled in primary education (thousands),13.0610,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
308,Grenada,2014,Gross enrollment ratio - Primary (male),119.6527,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
308,Grenada,2014,Gross enrollment ratio - Primary (female),117.4642,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
308,Grenada,2014,Students enrolled in secondary education (thousands),9.7360,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
308,Grenada,2014,Gross enrollment ratio - Secondary (male),113.2123,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
308,Grenada,2014,Gross enrollment ratio - Secondary (female),110.9839,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
308,Grenada,2015,Students enrolled in primary education (thousands),13.4450,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
308,Grenada,2015,Gross enrollment ratio - Primary (male),120.6428,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
308,Grenada,2015,Gross enrollment ratio - Primary (female),116.3498,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
308,Grenada,2015,Students enrolled in secondary education (thousands),9.3090,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
308,Grenada,2015,Gross enrollment ratio - Secondary (male),112.7660,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
308,Grenada,2015,Gross enrollment ratio - Secondary (female),110.7073,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
308,Grenada,2015,Students enrolled in tertiary education (thousands),9.2360,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
308,Grenada,2015,Gross enrollment ratio - Tertiary (male),88.8479,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
308,Grenada,2015,Gross enrollment ratio - Tertiary (female),102.5309,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
308,Grenada,2018,Students enrolled in primary education (thousands),13.1950,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
308,Grenada,2018,Gross enrollment ratio - Primary (male),107.6572,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
308,Grenada,2018,Gross enrollment ratio - Primary (female),105.9980,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
308,Grenada,2018,Students enrolled in secondary education (thousands),9.1350,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
308,Grenada,2018,Gross enrollment ratio - Secondary (male),118.2170,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
308,Grenada,2018,Gross enrollment ratio - Secondary (female),122.0999,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
308,Grenada,2018,Students enrolled in tertiary education (thousands),9.2600,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
308,Grenada,2018,Gross enrollment ratio - Tertiary (male),93.2011,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
308,Grenada,2018,Gross enrollment ratio - Tertiary (female),116.2243,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
320,Guatemala,2002,Students enrolled in primary education (thousands),2075.6940,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
320,Guatemala,2002,Gross enrollment ratio - Primary (male),107.3055,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
320,Guatemala,2002,Gross enrollment ratio - Primary (female),98.8098,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
320,Guatemala,2002,Students enrolled in secondary education (thousands),608.4200,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
320,Guatemala,2002,Gross enrollment ratio - Secondary (male),37.7500,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
320,Guatemala,2002,Gross enrollment ratio - Secondary (female),33.8428,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
320,Guatemala,2002,Students enrolled in tertiary education (thousands),111.7390,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
320,Guatemala,2002,Gross enrollment ratio - Tertiary (male),10.6217,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
320,Guatemala,2002,Gross enrollment ratio - Tertiary (female),7.7999,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
320,Guatemala,2005,Students enrolled in primary education (thousands),2345.3010,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
320,Guatemala,2005,Gross enrollment ratio - Primary (male),113.2920,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
320,Guatemala,2005,Gross enrollment ratio - Primary (female),106.3013,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
320,Guatemala,2005,Students enrolled in secondary education (thousands),754.4960,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
320,Guatemala,2005,Gross enrollment ratio - Secondary (male),43.2019,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
320,Guatemala,2005,Gross enrollment ratio - Secondary (female),39.7856,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
320,Guatemala,2007,Students enrolled in primary education (thousands),2448.9760,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
320,Guatemala,2007,Gross enrollment ratio - Primary (male),114.0078,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
320,Guatemala,2007,Gross enrollment ratio - Primary (female),108.6595,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
320,Guatemala,2007,Students enrolled in secondary education (thousands),864.1540,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
320,Guatemala,2007,Gross enrollment ratio - Secondary (male),46.3674,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
320,Guatemala,2007,Gross enrollment ratio - Secondary (female),43.5954,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
320,Guatemala,2007,Students enrolled in tertiary education (thousands),233.8850,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
320,Guatemala,2007,Gross enrollment ratio - Tertiary (male),17.1161,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
320,Guatemala,2007,Gross enrollment ratio - Tertiary (female),17.5191,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
320,Guatemala,2010,Students enrolled in primary education (thousands),2653.4830,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
320,Guatemala,2010,Gross enrollment ratio - Primary (male),116.6463,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
320,Guatemala,2010,Gross enrollment ratio - Primary (female),114.2812,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
320,Guatemala,2010,Students enrolled in secondary education (thousands),1082.3200,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
320,Guatemala,2010,Gross enrollment ratio - Secondary (male),53.8923,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
320,Guatemala,2010,Gross enrollment ratio - Secondary (female),50.7257,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
320,Guatemala,2010,Students enrolled in tertiary education (thousands),233.3330,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
320,Guatemala,2014,Students enrolled in primary education (thousands),2417.4290,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
320,Guatemala,2014,Gross enrollment ratio - Primary (male),104.0823,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
320,Guatemala,2014,Gross enrollment ratio - Primary (female),101.0146,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
320,Guatemala,2014,Students enrolled in secondary education (thousands),1165.6240,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
320,Guatemala,2014,Gross enrollment ratio - Secondary (male),53.9994,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
320,Guatemala,2014,Gross enrollment ratio - Secondary (female),51.1810,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
320,Guatemala,2014,Students enrolled in tertiary education (thousands),298.7610,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
320,Guatemala,2014,Gross enrollment ratio - Tertiary (male),17.1973,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
320,Guatemala,2014,Gross enrollment ratio - Tertiary (female),19.1798,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
320,Guatemala,2015,Students enrolled in primary education (thousands),2381.9160,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
320,Guatemala,2015,Gross enrollment ratio - Primary (male),103.0794,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
320,Guatemala,2015,Gross enrollment ratio - Primary (female),99.8779,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
320,Guatemala,2015,Students enrolled in secondary education (thousands),1220.6520,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
320,Guatemala,2015,Gross enrollment ratio - Secondary (male),55.7808,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
320,Guatemala,2015,Gross enrollment ratio - Secondary (female),52.5550,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
320,Guatemala,2015,Students enrolled in tertiary education (thousands),366.6740,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
320,Guatemala,2015,Gross enrollment ratio - Tertiary (male),20.0414,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
320,Guatemala,2015,Gross enrollment ratio - Tertiary (female),23.5579,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
320,Guatemala,2018,Students enrolled in primary education (thousands),2362.1160,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
320,Guatemala,2018,Gross enrollment ratio - Primary (male),103.2052,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
320,Guatemala,2018,Gross enrollment ratio - Primary (female),100.5427,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
320,Guatemala,2018,Students enrolled in secondary education (thousands),1227.1910,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
320,Guatemala,2018,Gross enrollment ratio - Secondary (male),53.9577,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
320,Guatemala,2018,Gross enrollment ratio - Secondary (female),51.4382,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
324,Guinea,2005,Students enrolled in primary education (thousands),1206.7430,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
324,Guinea,2005,Gross enrollment ratio - Primary (male),86.6281,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
324,Guinea,2005,Gross enrollment ratio - Primary (female),69.4309,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
324,Guinea,2005,Students enrolled in secondary education (thousands),420.0570,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
324,Guinea,2005,Gross enrollment ratio - Secondary (male),38.9553,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
324,Guinea,2005,Gross enrollment ratio - Secondary (female),19.1452,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
324,Guinea,2005,Students enrolled in tertiary education (thousands),23.7880,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
324,Guinea,2005,Gross enrollment ratio - Tertiary (male),5.1727,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
324,Guinea,2005,Gross enrollment ratio - Tertiary (female),1.1110,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
324,Guinea,2008,Students enrolled in primary education (thousands),1364.4910,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
324,Guinea,2008,Gross enrollment ratio - Primary (male),90.0479,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
324,Guinea,2008,Gross enrollment ratio - Primary (female),75.3855,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
324,Guinea,2008,Students enrolled in secondary education (thousands),530.7050,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
324,Guinea,2008,Gross enrollment ratio - Secondary (male),43.0917,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
324,Guinea,2008,Gross enrollment ratio - Secondary (female),24.6121,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
324,Guinea,2008,Students enrolled in tertiary education (thousands),80.2220,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
324,Guinea,2008,Gross enrollment ratio - Tertiary (male),14.6461,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
324,Guinea,2008,Gross enrollment ratio - Tertiary (female),4.4886,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
324,Guinea,2010,Students enrolled in primary education (thousands),1453.3550,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
324,Guinea,2010,Gross enrollment ratio - Primary (male),92.3433,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
324,Guinea,2010,Gross enrollment ratio - Primary (female),76.0247,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
324,Guinea,2010,Students enrolled in tertiary education (thousands),98.5280,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
324,Guinea,2010,Gross enrollment ratio - Tertiary (male),16.8085,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
324,Guinea,2010,Gross enrollment ratio - Tertiary (female),5.2405,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
324,Guinea,2014,Students enrolled in primary education (thousands),1729.6300,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
324,Guinea,2014,Gross enrollment ratio - Primary (male),100.4380,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
324,Guinea,2014,Gross enrollment ratio - Primary (female),84.9848,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
324,Guinea,2014,Students enrolled in secondary education (thousands),715.7020,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
324,Guinea,2014,Gross enrollment ratio - Secondary (male),47.4873,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
324,Guinea,2014,Gross enrollment ratio - Secondary (female),31.0408,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
324,Guinea,2014,Students enrolled in tertiary education (thousands),117.9430,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
324,Guinea,2014,Gross enrollment ratio - Tertiary (male),16.2016,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
324,Guinea,2014,Gross enrollment ratio - Tertiary (female),6.9900,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
324,Guinea,2016,Students enrolled in primary education (thousands),1776.5600,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
324,Guinea,2016,Gross enrollment ratio - Primary (male),100.5248,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
324,Guinea,2016,Gross enrollment ratio - Primary (female),82.3613,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
624,Guinea-Bissau,2000,Students enrolled in primary education (thousands),150.0410,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
624,Guinea-Bissau,2000,Gross enrollment ratio - Primary (male),90.8519,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
624,Guinea-Bissau,2000,Gross enrollment ratio - Primary (female),60.5816,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
624,Guinea-Bissau,2000,Students enrolled in secondary education (thousands),25.7800,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
624,Guinea-Bissau,2000,Gross enrollment ratio - Secondary (male),23.6082,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
624,Guinea-Bissau,2000,Gross enrollment ratio - Secondary (female),12.6978,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
624,Guinea-Bissau,2005,Students enrolled in primary education (thousands),252.4880,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
624,Guinea-Bissau,2005,Students enrolled in secondary education (thousands),50.5070,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
624,Guinea-Bissau,2005,Students enrolled in tertiary education (thousands),3.1220,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
624,Guinea-Bissau,2006,Students enrolled in primary education (thousands),269.2870,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
624,Guinea-Bissau,2006,Students enrolled in secondary education (thousands),55.1760,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
624,Guinea-Bissau,2006,Students enrolled in tertiary education (thousands),3.6890,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
624,Guinea-Bissau,2010,Students enrolled in primary education (thousands),278.8900,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
624,Guinea-Bissau,2010,Gross enrollment ratio - Primary (male),122.9298,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
624,Guinea-Bissau,2010,Gross enrollment ratio - Primary (female),114.4615,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
328,Guyana,2005,Students enrolled in primary education (thousands),116.7560,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
